Réservation au nom de ;Domaines ;Ressource  ;Description ;Heure - Durée ;Type;Dernière mise à jour
mono6;NOUVEAUX PC LONGUE DUREE;PC B LD n°16;Dell Latitude 3410 ;jeudi 31 mars 2022 15:00:00 - 7 semaine(s), 5 jour(s) et 3 heure(s) ;Emprunt ;mardi 24 mai 202211:04:51
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 25 mai 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 25 mai 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 26 mai 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 26 mai 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono18;Micro Cravate NON PRO;Micro Cravate n°1;Sony ECM AW3(T);jeudi 19 mai 2022 16:30:00 - 1 semaine(s) ;Emprunt ;jeudi 12 mai 202215:41:22
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 26 mai 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 27 mai 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°9;Dell Latitude 3410;mercredi 27 avril 2022 15:00:00 - 4 semaine(s), 2 jour(s) et 3 heure(s) ;Emprunt ;mardi 24 mai 202209:07:18
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 01 juin 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono8;Enregistreur Numerique;Tascam mini n°2 ;DR-05 -  Sans câble USB;lundi 23 mai 2022 17:30:00 - 1 semaine(s), 3 jour(s), 23 heure(s) et 30 minute(s) ;Emprunt ;mardi 10 mai 202207:55:48
mono8;Camescope;Camescope HD n°2;Panasonic HC-VXF1;mercredi 25 mai 2022 17:30:00 - 1 semaine(s), 5 jour(s), 21 heure(s) et 30 minute(s) ;Emprunt ;mercredi 25 mai 202213:37:53
mono8;Trepied Photo / Vidéo;Trépied n°1;Manfrotto BeFree;mercredi 25 mai 2022 17:30:00 - 1 semaine(s), 5 jour(s), 21 heure(s) et 30 minute(s) ;Emprunt ;mercredi 25 mai 202213:38:29
mono7;Enregistreur Numerique;Tascam mini n°3;DR-05;jeudi 02 juin 2022 16:30:00 - 5 jour(s) ;Emprunt ;jeudi 02 juin 202216:52:17
mono7;Enregistreur Numerique;Tascam mini n°4 ;DR-05;jeudi 02 juin 2022 16:30:00 - 5 jour(s) ;Emprunt ;jeudi 02 juin 202216:52:43
mono7;Enregistreur Numerique;Tascam mini n°5;DR-05;jeudi 02 juin 2022 16:30:00 - 5 jour(s) ;Emprunt ;jeudi 02 juin 202216:53:04
mono7;Enregistreur Numerique;Tascam mini n°6;DR-05;jeudi 02 juin 2022 16:30:00 - 5 jour(s) ;Emprunt ;jeudi 02 juin 202216:53:32
mono6;NOUVEAUX PC LONGUE DUREE;PC B LD n°6;Dell Latitude 3410;lundi 16 mai 2022 09:00:00 - 4 semaine(s), 3 jour(s) et 30 minute(s) ;Emprunt ;mardi 24 mai 202210:49:03
mono18;Camescope;Camescope HD n°2;Panasonic HC-VXF1;jeudi 09 juin 2022 12:00:00 - 1 semaine(s) et 6 jour(s) ;Emprunt ;jeudi 09 juin 202210:46:07
mono18;Trepied Photo / Vidéo;Trépied n°6;Manfrotto Befree;jeudi 09 juin 2022 10:30:00 - 1 semaine(s), 6 jour(s), 1 heure(s) et 30 minute(s) ;Emprunt ;jeudi 09 juin 202210:51:53
mono25;Videoprojecteur;VP 12;Epson EB-W12;jeudi 23 juin 2022 09:30:00 - 4 jour(s), 5 heure(s) et 30 minute(s) ;Emprunt ;vendredi 24 juin 202213:57:52
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°9;Dell Latitude 3410;vendredi 27 mai 2022 18:00:00 - 4 semaine(s), 2 jour(s), 22 heure(s) et 30 minute(s) ;Emprunt ;mardi 24 mai 202209:07:52
mono24;NOUVEAUX PC LONGUE DUREE;PC B LD n°18;Dell Latitude 5520;mardi 05 avril 2022 16:30:00 - 12 semaine(s) et 23 heure(s) ;Emprunt ;jeudi 02 juin 202215:26:54
mono20;Camescope;Camescope HD n°2;Panasonic HC-VXF1;lundi 27 juin 2022 16:00:00 - 2 jour(s) et 30 minute(s) ;Emprunt ;jeudi 23 juin 202211:53:40
mono20;Enregistreur Numerique;Tascam mini n°3;DR-05;lundi 27 juin 2022 16:00:00 - 2 jour(s) et 30 minute(s) ;Emprunt ;jeudi 23 juin 202211:54:05
mono20;Trepied Photo / Vidéo;Trépied n°8 ;Manfrotto BeFree Pro;lundi 27 juin 2022 16:00:00 - 2 jour(s) et 30 minute(s) ;Emprunt ;lundi 27 juin 202210:49:07
mono11;NOUVEAUX PC LONGUE DUREE;PC B LD n°5;Dell Latitude 3410;vendredi 17 septembre 2021 16:00:00 - 40 semaine(s), 5 jour(s) et 19 heure(s) ;Emprunt ;lundi 30 mai 202210:28:37
mono18;NOUVEAUX PC LONGUE DUREE;PC B LD n°2 ;DELL Latitude E5580 (attention CHARGEUR) !!!;mercredi 08 juin 2022 12:00:00 - 3 semaine(s), 1 jour(s) et 3 heure(s) ;Emprunt ;vendredi 10 juin 202212:41:12
mono2;Videoprojecteur;VP 14;Epson EB-W22;samedi 07 décembre 2019 08:00:00 - 2 années, 29 semaine(s), 3 jour(s) et 8 heure(s) ;Maintenance;vendredi 25 juin 202112:26:28
mono3;NOUVEAUX PC LONGUE DUREE;PC B LD 12;DELL Latitude E5580;mardi 24 mai 2022 09:00:00 - 5 semaine(s), 2 jour(s) et 8 heure(s) ;Emprunt ;lundi 23 mai 202216:39:42
mono4;Tablettes Ipad - Longue Durée;Ipad n°1 ;Ipad ;vendredi 10 septembre 2021 10:30:00 - 41 semaine(s), 6 jour(s), 7 heure(s) et 30 minute(s) ;Emprunt ;vendredi 17 décembre 202115:59:28
mono3;Tablettes Ipad - Longue Durée;Ipad n°9 ;Ipad;lundi 07 mars 2022 08:30:00 - 17 semaine(s), 3 jour(s), 7 heure(s) et 30 minute(s) ;Emprunt ;lundi 28 février 202209:42:03
mono3;Tablettes Ipad - Longue Durée;Ipad n°8;Ipad;lundi 07 mars 2022 08:30:00 - 17 semaine(s), 3 jour(s), 7 heure(s) et 30 minute(s) ;Emprunt ;lundi 07 mars 202209:13:42
mono22;Enceinte;RONDSON n°1 câble du Rondson n°3 car n°1 HS;;mardi 12 juillet 2022 08:00:00 - 1 jour(s) et 4 heure(s) ;Emprunt ;mardi 12 juillet 202209:35:53
mono2;NOUVEAUX PC LONGUE DUREE;PC B LD n°17;Dell Latitude 5520;lundi 06 juin 2022 09:00:00 - 13 semaine(s) et 8 heure(s) ;Cours;mardi 31 mai 202213:02:22
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°9;Dell Latitude 3410;lundi 27 juin 2022 16:30:00 - 11 semaine(s), 6 jour(s), 19 heure(s) et 30 minute(s) ;Emprunt ;mardi 13 septembre 202210:23:07
mono3;NOUVEAUX PC LONGUE DUREE;PC B LD n°18;Dell Latitude 5520;vendredi 22 juillet 2022 12:30:00 - 8 semaine(s) et 3 jour(s) ;Emprunt ;vendredi 22 juillet 202210:57:49
mono3;Tablettes Ipad - Longue Durée;Ipad n°3 ;Ipad;lundi 17 mai 2021 14:30:00 - 2 années, 10 semaine(s) et 4 jour(s) ;Emprunt ;mercredi 08 février 202311:49:37
